customer_id,segment,industry,plan,mrr,clv,usage_score,nps_score,support_tickets,churn_probability,risk_category
CUST_000740,Mid-Market,Technology,Professional,149,773.14,81,100,1,0.9444597133505225,Very High Risk
CUST_000254,Small Business,Education,Professional,149,1479.44,41,-36,2,0.9439014085594496,Very High Risk
CUST_001045,Startup,Technology,Enterprise,999,5859.93,76,30,5,0.9438384552013646,Very High Risk
CUST_002976,Enterprise,Finance,Enterprise,999,10184.38,76,78,2,0.9437694275849189,Very High Risk
CUST_003026,Startup,Technology,Business,399,6799.89,64,35,0,0.943246591548891,Very High Risk
CUST_000368,Enterprise,Technology,Basic,49,1072.08,100,57,4,0.9429783199773695,Very High Risk
CUST_001675,Enterprise,Finance,Business,399,1544.96,91,-32,1,0.9427880486844138,Very High Risk
CUST_003726,Small Business,Healthcare,Professional,149,1194.68,16,5,3,0.9427347506586728,Very High Risk
CUST_002105,Mid-Market,Real Estate,Basic,49,837.09,43,100,3,0.9426307252607247,Very High Risk
CUST_000029,Enterprise,Technology,Enterprise,999,12266.59,45,-4,6,0.9420099349702616,Very High Risk
CUST_001139,Mid-Market,Manufacturing,Professional,149,3665.18,63,76,2,0.9417420771743555,Very High Risk
CUST_000758,Mid-Market,Technology,Professional,149,1025.82,40,27,0,0.94153490503551,Very High Risk
CUST_003188,Startup,Finance,Business,399,4081.13,33,97,2,0.9415111599816514,Very High Risk
CUST_004212,Enterprise,Retail,Basic,49,192.6,42,68,3,0.9414444101230736,Very High Risk
CUST_004072,Startup,Other,Basic,49,661.92,22,-41,1,0.9407087094654196,Very High Risk
CUST_004733,Mid-Market,Healthcare,Basic,49,720.42,62,-19,5,0.9403797756016286,Very High Risk
CUST_001430,Mid-Market,Technology,Business,399,2655.62,63,18,1,0.9401780789445033,Very High Risk
CUST_001717,Mid-Market,Other,Basic,49,392.93,78,12,1,0.9401348180384004,Very High Risk
CUST_002488,Mid-Market,Healthcare,Enterprise,999,8964.95,42,63,3,0.9401007355561655,Very High Risk
CUST_001001,Mid-Market,Healthcare,Professional,149,1840.8799999999999,55,26,3,0.939172351608354,Very High Risk
CUST_002811,Small Business,Healthcare,Enterprise,999,10911.16,62,21,3,0.9389220484299795,Very High Risk
CUST_002228,Mid-Market,Technology,Enterprise,999,12300.69,37,28,1,0.9388474444355979,Very High Risk
CUST_002894,Startup,Manufacturing,Basic,49,587.42,61,-54,1,0.9386203023063016,Very High Risk
CUST_002557,Startup,Other,Business,399,3734.55,54,70,1,0.9378600850490613,Very High Risk
CUST_000073,Small Business,Healthcare,Enterprise,999,4765.79,60,22,2,0.937818194339427,Very High Risk
CUST_002786,Mid-Market,Retail,Business,399,2014.78,79,53,3,0.9375525815507447,Very High Risk
CUST_003154,Mid-Market,Technology,Business,399,1962.25,64,-30,1,0.9375158383018277,Very High Risk
CUST_002697,Mid-Market,Education,Professional,149,2325.29,53,54,1,0.9356762097401768,Very High Risk
CUST_004643,Startup,Technology,Basic,49,840.38,39,65,3,0.9352199106570374,Very High Risk
CUST_002025,Startup,Technology,Professional,149,2503.56,80,81,3,0.9343843361578535,Very High Risk
CUST_001422,Startup,Technology,Business,399,1627.62,72,13,1,0.9343437762610339,Very High Risk
CUST_001215,Small Business,Technology,Basic,49,464.91999999999996,75,70,2,0.9336214704306144,Very High Risk
CUST_001514,Startup,Technology,Professional,149,2537.14,28,14,1,0.9335738466638045,Very High Risk
CUST_000857,Mid-Market,Technology,Business,399,1681.28,50,0,2,0.9324099376501793,Very High Risk
CUST_001343,Startup,Technology,Professional,149,901.27,44,21,2,0.932239032390857,Very High Risk
CUST_002567,Startup,Real Estate,Enterprise,999,11177.35,59,-4,3,0.9308518387665924,Very High Risk
CUST_001377,Startup,Finance,Professional,149,1988.17,65,55,2,0.9305834795203992,Very High Risk
CUST_004360,Small Business,Education,Professional,149,613.77,66,69,2,0.9300575031717818,Very High Risk
CUST_003472,Mid-Market,Technology,Business,399,9776.82,22,23,1,0.9291835850284474,Very High Risk
CUST_001540,Startup,Healthcare,Business,399,8348.24,65,39,2,0.9290761589590896,Very High Risk
CUST_002409,Small Business,Real Estate,Basic,49,913.79,39,-94,1,0.927967914056389,Very High Risk
CUST_002005,Startup,Healthcare,Professional,149,2047.92,44,22,2,0.9244388896144781,Very High Risk
CUST_001790,Startup,Finance,Professional,149,2726.52,97,-24,1,0.9243182168682941,Very High Risk
CUST_003816,Small Business,Retail,Business,399,5525.43,66,32,1,0.9232819833909125,Very High Risk
CUST_003655,Startup,Education,Business,399,8168.24,54,67,2,0.9232488460615274,Very High Risk
CUST_000807,Enterprise,Education,Business,399,4976.99,71,45,3,0.9232229383669991,Very High Risk
CUST_001239,Mid-Market,Education,Business,399,6352.47,75,5,1,0.9230717141354622,Very High Risk
CUST_001545,Enterprise,Manufacturing,Basic,49,1169.07,57,53,2,0.9216110225352371,Very High Risk
CUST_002545,Enterprise,Technology,Professional,149,1750.82,22,100,2,0.9201601714703763,Very High Risk
CUST_004979,Small Business,Retail,Business,399,6341.13,37,48,4,0.9181071933239014,Very High Risk
CUST_003848,Startup,Real Estate,Professional,149,597.12,56,32,2,0.918087408889023,Very High Risk
CUST_003929,Small Business,Healthcare,Enterprise,999,12318.27,53,26,2,0.9180719005093358,Very High Risk
CUST_002549,Mid-Market,Education,Business,399,6214.68,57,50,1,0.9158387005354544,Very High Risk
CUST_000713,Startup,Finance,Business,399,4001.19,66,99,4,0.9157636659996364,Very High Risk
CUST_000248,Small Business,Finance,Basic,49,1075.37,52,27,2,0.9135222076074008,Very High Risk
CUST_004768,Small Business,Healthcare,Business,399,7903.35,81,87,4,0.9125930397354004,Very High Risk
CUST_002685,Small Business,Retail,Enterprise,999,9923.97,86,-55,0,0.9116219901267608,Very High Risk
CUST_000554,Startup,Real Estate,Business,399,5457.12,55,100,3,0.9107743641556079,Very High Risk
CUST_004493,Small Business,Healthcare,Business,399,1960.58,43,28,5,0.9104379857678699,Very High Risk
CUST_001046,Enterprise,Finance,Professional,149,1298.83,62,13,2,0.9103415755474527,Very High Risk
CUST_001291,Small Business,Healthcare,Basic,49,678.15,56,50,3,0.9071860591372299,Very High Risk
CUST_002155,Small Business,Healthcare,Enterprise,999,9845.97,62,1,3,0.9059024521698618,Very High Risk
CUST_003108,Mid-Market,Manufacturing,Professional,149,2902.45,52,41,0,0.905521691483656,Very High Risk
CUST_001297,Enterprise,Manufacturing,Business,399,3212.45,56,-3,0,0.9052007957418137,Very High Risk
CUST_004099,Startup,Real Estate,Professional,149,1038.71,51,38,3,0.9045074235212026,Very High Risk
CUST_001189,Startup,Manufacturing,Basic,49,575.18,45,54,0,0.9009711668499013,Very High Risk
CUST_001318,Startup,Manufacturing,Enterprise,999,6174.86,41,24,4,0.8993099450173614,Very High Risk
CUST_004720,Small Business,Finance,Enterprise,999,6963.82,61,3,2,0.8945613312291583,Very High Risk
CUST_000334,Enterprise,Education,Basic,49,241.02,56,37,0,0.8933353101950149,Very High Risk
CUST_004221,Startup,Technology,Enterprise,999,10137.06,69,100,3,0.8925628305184244,Very High Risk
CUST_000981,Small Business,Healthcare,Professional,149,1055.26,45,-30,3,0.8908578986102138,Very High Risk
CUST_002654,Small Business,Technology,Professional,149,2033.49,75,34,3,0.889752742884586,Very High Risk
CUST_002420,Small Business,Finance,Professional,149,1842.08,38,85,7,0.8859896633063,Very High Risk
CUST_000811,Small Business,Education,Basic,49,193.60999999999999,61,-54,5,0.8821145825558179,Very High Risk
CUST_003264,Mid-Market,Manufacturing,Enterprise,999,8744.89,69,50,0,0.881374580374906,Very High Risk
CUST_004866,Startup,Technology,Professional,149,1059.68,41,24,2,0.8801782984261116,Very High Risk
CUST_003067,Enterprise,Finance,Basic,49,1160.59,79,94,3,0.8798483125062841,Very High Risk
CUST_000746,Startup,Retail,Enterprise,999,8070.72,66,43,1,0.8795401981960232,Very High Risk
CUST_000850,Mid-Market,Other,Basic,49,958.4300000000001,63,38,2,0.8792697545470447,Very High Risk
CUST_004687,Small Business,Healthcare,Basic,49,201.78,61,40,0,0.8716723895579865,Very High Risk
CUST_003095,Enterprise,Technology,Business,399,1648.3899999999999,12,27,3,0.8708773833396338,Very High Risk
CUST_001290,Small Business,Technology,Professional,149,2400.2,68,72,0,0.8691519564521285,Very High Risk
CUST_002760,Startup,Technology,Professional,149,3394.35,69,29,2,0.8672538116895033,Very High Risk
CUST_004013,Small Business,Technology,Enterprise,999,4596.93,29,32,0,0.8645036503181542,Very High Risk
CUST_000291,Startup,Real Estate,Business,399,1664.32,60,-28,1,0.858195844204336,Very High Risk
CUST_001471,Enterprise,Education,Basic,49,647.86,100,61,2,0.8499459444509754,Very High Risk
CUST_003975,Small Business,Technology,Basic,49,249.15,59,-34,3,0.8415207555456328,Very High Risk
CUST_002406,Mid-Market,Healthcare,Basic,49,199.08,72,-34,5,0.8380218320225729,Very High Risk
CUST_003383,Startup,Manufacturing,Basic,49,1197.41,62,6,1,0.810876654313554,Very High Risk
CUST_001460,Mid-Market,Technology,Business,399,5034.73,11,36,4,0.803504855989418,Very High Risk
CUST_004528,Startup,Education,Basic,49,354.66,38,73,3,0.7923104550349889,Very High Risk
CUST_001154,Small Business,Technology,Enterprise,999,24768.87,54,-25,3,0.7762945818337392,Very High Risk
CUST_000168,Small Business,Manufacturing,Business,399,7694.58,68,7,3,0.7690137662758564,Very High Risk
CUST_004142,Small Business,Healthcare,Business,399,6297.39,55,16,0,0.759382295784247,Very High Risk
CUST_000025,Small Business,Finance,Basic,49,534.66,83,5,1,0.7547294338594199,Very High Risk
CUST_004231,Enterprise,Retail,Business,399,8739.9,47,100,1,0.6899565227948944,High Risk
CUST_004242,Startup,Finance,Professional,149,442.98,68,-9,0,0.6422288734387522,High Risk
